# Visuais - GERADO por docs/gerar-visuais.py
# id	aegis	slot	view	nome_ptbr	latam	no_cliente	chao	vestido	veredito
20182	C_Mottled_Egg_Shell	topo	124		nao	nao	?	?	SEM TEXTO PTBR
20183	C_There_Is_Something	topo+meio	1091	[Visual] Presença Misteriosa	sim	sim	ok	ok	PRONTO
20184	C_Party_Hat	topo	144		nao	nao	?	?	SEM TEXTO PTBR
20185	C_Fashion_Sunglass	topo	131		nao	nao	?	?	SEM TEXTO PTBR
20186	C_Magni_Cap	topo	250		nao	nao	?	?	SEM TEXTO PTBR
20187	C_Fricca_Circlet	topo	251		nao	nao	?	?	SEM TEXTO PTBR
20188	C_Morpheus_Hood	topo	256		nao	nao	?	?	SEM TEXTO PTBR
20189	C_Goibne_Helmet	topo	258		nao	nao	?	?	SEM TEXTO PTBR
20190	C_Chicken_Hat	topo	432	[Visual] Cocoricuca	sim	sim	ok	ok	PRONTO
20191	C_Black_Cat_Ears_Beret	topo	1071	[Visual] Chapéu da Guarda Doram	sim	sim	ok	ok	PRONTO
20192	C_Green_Foxtail	baixo	1058		nao	nao	?	?	SEM TEXTO PTBR
20193	C_Foxtail	baixo	711		nao	nao	?	?	SEM TEXTO PTBR
20194	C_Lion_Mask	topo	202	[Visual] Traje de Leão	sim	sim	ok	ok	PRONTO
20195	C_Scratching_Cat	meio+baixo	1292	[Visual] Gato Rabugento	sim	sim	ok	ok	PRONTO
20196	C_Leopard_Ear_Hat	topo	1293	[Visual] Gorro de Leopardo	sim	sim	ok	ok	PRONTO
20197	C_Amistr_Beret	topo	1294	[Visual] Boina de Amistr	sim	sim	ok	ok	PRONTO
20198	C_Misty_Ears	topo	1295		nao	nao	?	?	SEM TEXTO PTBR
20199	C_Evil_Marcher_Hat	topo	687		nao	nao	?	?	SEM TEXTO PTBR
20200	C_Rabbit_Head_Dress	topo	1095	[Visual] Chapéu de Camponesa	sim	sim	ok	ok	PRONTO
20201	C_Banshee_Master_Kiss	baixo	959	[Visual] Espírito da Banshee	sim	sim	ok	ok	PRONTO
20202	C_Deviruchi_Balloon	baixo	1082	[Visual] Balão de Deviruchi	sim	sim	ok	ok	PRONTO
20203	C_Bandana	topo	6		nao	nao	?	?	SEM TEXTO PTBR
20204	C_Hunting_Cap	topo	389	[Visual] Boina de Caça	sim	sim	ok	ok	PRONTO
20205	C_Fancy_Flower	topo	4		nao	nao	?	?	SEM TEXTO PTBR
20206	C_Cock_Hat1	topo+meio+baixo	1296	[Visual] Touca de Galo Comum	sim	sim	ok	ok	PRONTO
20207	C_Stripe_Band	topo	133	[Visual] Bandana Listrada	sim	sim	ok	ok	PRONTO
20208	C_Necktie	topo	443	[Visual] Gravata de Bebum	sim	sim	ok	ok	PRONTO
20209	C_Mermaid_Longing	meio	1299		nao	nao	?	?	SEM TEXTO PTBR
20210	C_Cock_Hat2	topo+meio+baixo	1297	[Visual] Touca de Galo Feliz	sim	sim	ok	ok	PRONTO
20211	C_Cock_Hat3	topo+meio+baixo	1298	[Visual] Touca de Galo Bravo	sim	sim	ok	ok	PRONTO
20212	C_Loki_Nidhogg_Hat	topo	1304		nao	nao	?	?	SEM TEXTO PTBR
20213	C_Sirt_Evil_Eye	meio	345		nao	nao	?	?	SEM TEXTO PTBR
20214	C_Evil_Marcher_Hat_J	topo	1002		nao	nao	?	?	SEM TEXTO PTBR
20215	C_Black_Devil_Mask	meio	760		nao	nao	?	?	SEM TEXTO PTBR
20216	C_Rideword_Hat	topo	890		nao	nao	?	?	SEM TEXTO PTBR
20217	C_Arabian_Veil	topo	1300	[Visual] Véu das Mil e Uma Noites	sim	sim	ok	ok	PRONTO
20218	C_Spell_Circuit	topo	1301	[Visual] Auréola dos Aesir	sim	sim	ok	ok	PRONTO
20219	C_Angel_Marcher_Hat	topo	1302	[Visual] Chapéu da Banda Sagrada	sim	sim	ok	ok	PRONTO
20220	C_Dark_Night_Veil	topo+meio	1303		nao	nao	?	?	SEM TEXTO PTBR
20221	C_Eyes_Of_Ifrit	meio	886	[Visual] Venda Macabra	sim	sim	ok	ok	PRONTO
20222	C_Santa_Hat_2	topo	395	[Visual] Gorro Natalino Azul	sim	sim	ok	ok	PRONTO
20223	C_Centimental_Leaf	baixo	57		nao	nao	?	?	SEM TEXTO PTBR
20224	C_Red_Tailed_Ribbon	topo	167		nao	nao	?	?	SEM TEXTO PTBR
20225	C_Pumpkin_Hat	topo	206		nao	nao	?	?	SEM TEXTO PTBR
20226	C_Hair_Brush	topo	445		nao	nao	ok	ok	SEM TEXTO PTBR
20227	C_Puppy_Hat2	topo	1016	[Visual] Boneco de Cão	sim	sim	ok	ok	PRONTO
20228	C_Pig_Moneybox2	topo	603	[Visual] Cofrinho de Porco	sim	sim	ok	ok	PRONTO
20229	C_New_Year_Hairpin	topo	1155		nao	nao	?	?	SEM TEXTO PTBR
20230	C_Mask_Of_Bankrupt	meio+baixo	936	[Visual] Máscara da Falência	sim	sim	ok	ok	PRONTO
20231	C_Snowman_Hat	topo	616	[Visual] Sr. Neves	sim	sim	ok	ok	PRONTO
20232	C_Celines_Ribbon	topo	967	[Visual] Fita Macabra da Celine	sim	sim	ok	ok	PRONTO
20233	C_Gold_Angel_Sculpture	topo	646	[Visual] Ídolo Angelical de Ouro	sim	sim	ok	ok	PRONTO
20234	C_Baphomet_Hat	topo+meio+baixo	1311	[Visual] Máscara de Bafomé	sim	sim	ok	ok	PRONTO
20235	C_Frozen_Land_Rose	baixo	1025	[Visual] Rosa Congelada	sim	sim	ok	ok	PRONTO
20236	C_Hellomother_Hat	topo	341	[Visual] Gorro de ArchAngeling	sim	sim	ok	ok	PRONTO
20237	C_Pink_Fur_Hat	topo	281		nao	nao	ok	ok	SEM TEXTO PTBR
20238	C_Blue_Drooping_Kitty	topo	277		nao	nao	ok	ok	SEM TEXTO PTBR
20239	C_Large_Ribbon_Muffler	baixo	1312	[Visual] Cachecol Laranja de Lutie	sim	sim	ok	ok	PRONTO
20240	C_Gift_Of_Snow	baixo		[Visual] Flocos de Neve	sim	nao	ok	falta	SEM VIEW
20241	C_Eclipse_Hat	topo	922	[Visual] Chapéu de Eclipse	sim	sim	ok	ok	PRONTO
20242	C_Snownow_Hat	topo	1313	[Visual] Chapéu do Jack Frost	sim	sim	ok	ok	PRONTO
20243	C_Choco_Mint_Bonnet	topo	1314	[Visual] Cartola do Willie Wootan	sim	sim	ok	ok	PRONTO
20244	C_Zherlthsh_Mask	topo+meio	200		nao	nao	?	?	SEM TEXTO PTBR
20245	C_Cat_Foot_Hairpin	topo	447		nao	nao	?	?	SEM TEXTO PTBR
20246	C_Time_Accessory	meio	1309	[Visual] Ilusões do Tempo	sim	sim	ok	ok	PRONTO
20247	C_Blackhand_Of_Fate	topo	1310	[Visual] Mão Diabólica	sim	sim	ok	ok	PRONTO
20248	C_Black_Strong_Hair	topo	1315	[Visual] Cabelo de Super Saiadim 4	sim	sim	ok	ok	PRONTO
20249	C_Red_Strong_Hair	topo	1316	[Visual] Cabelo de Super Saiadim Deus	sim	sim	ok	ok	PRONTO
20250	C_White_Strong_Hair	topo	1317	[Visual] Cabelo de Super Saiadim Ultra	sim	sim	ok	ok	PRONTO
20251	C_Rose_Cascade	topo	920		nao	nao	?	?	SEM TEXTO PTBR
20252	C_Accessory_of_Ascetic	topo	1150		nao	nao	?	?	SEM TEXTO PTBR
20253	C_Droopy_Alice_Doll	topo	784		nao	nao	?	?	SEM TEXTO PTBR
20254	C_Ribbon_Yellow	topo	243		nao	nao	?	?	SEM TEXTO PTBR
20255	C_Love_Cheek	meio	1318	[Visual] Pureza do Amor	sim	sim	ok	ok	PRONTO
20256	C_Honey_Pancakes	topo	1319	[Visual] Chapanquecas	sim	sim	ok	ok	PRONTO
20257	C_Black_Rabbit_Bonnet	topo	1320	[Visual] Capuz com Orelhas de Coelho	sim	sim	ok	ok	PRONTO
20258	C_Blue_Head_Dress	topo	1321		nao	nao	?	?	SEM TEXTO PTBR
20259	C_Pink_Clover	baixo	1322		nao	nao	?	?	SEM TEXTO PTBR
20260	C_Star_Dust	topo	81		nao	nao	?	?	SEM TEXTO PTBR
20261	C_Cross_Band	topo	121		nao	nao	?	?	SEM TEXTO PTBR
20262	C_Fox_Ears_Bell_Ribbon	topo	1070		nao	nao	?	?	SEM TEXTO PTBR
20263	C_Hat_Of_Drowsy_Cat	topo	838		nao	nao	?	?	SEM TEXTO PTBR
20264	C_Blood_Sucker	baixo	893	[Visual] Máscara Vampírica	sim	sim	ok	ok	PRONTO
20265	C_Bird_Nest_Hat	topo	235		nao	nao	?	?	SEM TEXTO PTBR
20266	C_Secret_Zipper	topo	1324	[Visual] Zíper Secreto	sim	sim	ok	ok	PRONTO
20267	C_Penguin_Cap	topo	1325	[Visual] Boné de Pinguim	sim	sim	ok	ok	PRONTO
20268	C_Sleep_Eclipse_Family	topo	1326	[Visual] Família Eclipse Dorminhoca	sim	sim	ok	ok	PRONTO
20269	C_White_Fox_Ear_Ribbon	topo	1327		nao	nao	?	?	SEM TEXTO PTBR
20270	C_Gryphon_Wing_Ears	meio	1328		nao	nao	?	?	SEM TEXTO PTBR
20271	C_Sunflower	topo	37		nao	nao	?	?	SEM TEXTO PTBR
20272	C_Snowy_Horn	topo	42		nao	nao	ok	ok	SEM TEXTO PTBR
20273	C_Soft_Sheep_Hat	topo	738		nao	nao	ok	ok	SEM TEXTO PTBR
20274	C_White_Choco_Bear	topo	966		nao	nao	?	?	SEM TEXTO PTBR
20275	C_Light_Bulb_Band	topo	119		nao	nao	?	?	SEM TEXTO PTBR
20276	C_Mushroom_Band	topo	166		nao	nao	?	?	SEM TEXTO PTBR
20277	C_Balloon_Hat	topo	385		nao	nao	?	?	SEM TEXTO PTBR
20278	C_Man_Medal	topo	775	[Visual] Cabeleira do Rei do Rock	sim	sim	ok	ok	PRONTO
20279	C_Cheering_Whistle_J	baixo	952	[Visual] Apito de Juiz	sim	sim	ok	ok	PRONTO
20280	C_Pencil_In_Mouth	baixo	555	[Visual] Lápis do Ansioso	sim	sim	ok	ok	PRONTO
20281	C_Preschool_Hat	topo	977	[Visual] Chapéu Pré-Escolar	sim	sim	ok	ok	PRONTO
20282	C_White_Boys_Hat	topo	877	[Visual] Boné do Mario Branco	sim	sim	ok	ok	PRONTO
20283	C_Over_Protector	topo	1329	[Visual] Boné Abençoado	sim	sim	ok	ok	PRONTO
20284	C_Cherry_Blossom_Hat	topo	1330	[Visual] Boina de Cerejeira	sim	sim	ok	ok	PRONTO
20285	C_Blossom_Fluttering	baixo	1331	[Visual] Aura de Amatsu	sim	sim	ok	ok	PRONTO
20286	C_Under_Rim_Glasses_Red	meio	1332	[Visual] Óculos da Persona	sim	sim	ok	ok	PRONTO
20287	C_Man_Medal_Gold	topo	1333	[Visual] Cabeleira do Rei do Rock Saiadim	sim	sim	ok	ok	PRONTO
20288	C_BIJOUHAT	topo	1334	[Visual] Elmo da Bijou	sim	sim	ok	ok	PRONTO
20289	C_Wing_Ear_Black	meio	1336		nao	nao	?	?	SEM TEXTO PTBR
20290	C_Evil_Druid_Hat_Black	topo	1337	[Visual] Cartola de Druida Maligno	sim	sim	ok	ok	PRONTO
20291	C_Thoth_Mask	topo+meio+baixo	860		nao	nao	?	?	SEM TEXTO PTBR
20292	C_Sara_Ramen_Hat	topo	1338		nao	nao	?	?	SEM TEXTO PTBR
20293	C_Sleepr_Hat	topo	590	[Visual] Rochoso de Estimação	sim	sim	ok	ok	PRONTO
20294	C_Savage_Baby_Hat_Jp	topo	553	[Visual] Maximilian Von Babe XXIX	sim	sim	ok	ok	PRONTO
20295	C_Poring_Sunglasses_J	meio	954	[Visual] Visor de Quartzo-Poring	sim	sim	ok	ok	PRONTO
20296	C_Yoyo_Hat	topo	391	[Visual] Yoyo de Estimação	sim	sim	ok	ok	PRONTO
20297	C_Cactus_Hat	topo	615	[Visual] Mini Cacto	sim	sim	ok	ok	PRONTO
20298	C_Happy_Lunatic_Ear	meio	1340	[Visual] Orelhas Brancas de Lunático	sim	sim	ok	ok	PRONTO
20299	C_Face_Crusher	meio+baixo	1341	[Visual] Torta de Baunilha	sim	sim	ok	ok	PRONTO
20300	C_Hill_Wind_Mask	topo+meio+baixo	1342	[Visual] Máscara Vento da Colina	sim	sim	ok	ok	PRONTO
20301	C_Golden_Savage_Hat	topo	648		nao	nao	falta	ok	SEM TEXTO PTBR
20302	C_Beelzebub_Crown	topo	1343	[Visual] Coroa do Senhor das Moscas	sim	sim	ok	ok	PRONTO
20303	C_Mandragora_Cap	topo	402		nao	nao	?	?	SEM TEXTO PTBR
20304	C_Smokie_Hat	topo	118		nao	nao	?	?	SEM TEXTO PTBR
20305	C_NettyHeart_BalloonGum	baixo	720		nao	nao	?	?	SEM TEXTO PTBR
20306	C_Artist_Hat	topo	1344	[Visual] Boné do Príncipe Ali	sim	sim	ok	ok	PRONTO
20307	C_BeginnerMark	baixo	1348		nao	nao	?	?	SEM TEXTO PTBR
20308	C_Koneko_Hat	topo	378		nao	nao	?	?	SEM TEXTO PTBR
20309	C_Dip_Schmitz	topo+meio	634		nao	nao	?	?	SEM TEXTO PTBR
20310	C_Cute_Parrot	baixo	1116		nao	nao	?	?	SEM TEXTO PTBR
20311	C_Magical_Booster	meio	873	[Visual] Fone da Ratishune Meeku	sim	sim	ok	ok	PRONTO
20312	C_Baron_Evil_Eye	meio	989	[Visual] Olho Maligno do Barão	sim	sim	ok	ok	PRONTO
20313	C_CD_In_Mouth	baixo	815	[Visual] Máquina Técnica	sim	sim	ok	ok	PRONTO
20314	C_New_Wave_Sunglass	meio	856	[Visual] Óculos da Gaga	sim	sim	ok	ok	PRONTO
20315	C_Analyze_Eye	baixo	1351	[Visual] Visor Holográfico	sim	sim	ok	ok	PRONTO
20316	C_Seraph_Wing_Helm	topo	1352	[Visual] Elmo do Serafim	sim	sim	ok	ok	PRONTO
20317	C_CatEars_Cyber_HeadP	topo	1353	[Visual] Fones de Ouvido Nekomimi	sim	sim	ok	ok	PRONTO
20318	C_Charleston_Antenna	meio	1354	[Visual] Antena de Charleston	sim	sim	ok	ok	PRONTO
20319	C_Crimson_Booster	meio	1355	[Visual] Fone da Megarine Louca	sim	sim	ok	ok	PRONTO
20320	C_Red_Bandana	topo	62		nao	nao	?	?	SEM TEXTO PTBR
20321	C_37_Sculpt	meio	1009	[Visual] Nadadeira de Peixe-Leão	sim	nao	ok	ok	PRONTO
20322	C_Otter_Hat	topo	540		nao	nao	ok	ok	SEM TEXTO PTBR
20323	C_Music_Decoration_J	baixo	1074		nao	nao	?	?	SEM TEXTO PTBR
20324	C_Pigeon_Hat	topo	1362	[Visual] Chapéu com Pombo	sim	sim	ok	ok	PRONTO
20325	C_Little_Aquarium	meio	1363	[Visual] Pequeno Aquário	sim	sim	ok	ok	PRONTO
20326	C_Sailor_Collar	baixo	1364	[Visual] Gola Escolar de Marinheiro	sim	sim	ok	ok	PRONTO
20327	C_Marine_Cap	topo	1365	[Visual] Quepe de Grumete	sim	sim	ok	ok	PRONTO
20328	C_Golden_Fish	baixo	1081	[Visual] Carpa Dourada de Cospobre	sim	nao	ok	ok	PRONTO
20329	C_Tare_HSchool_Doll_Hat	topo	1084	[Visual] Bonequinha Preguiçosa	sim	sim	ok	ok	PRONTO
20330	C_Sombrero	topo	151	[Visual] Chapéu de Solita	sim	sim	ok	ok	PRONTO
20331	C_Desert_Prince	topo	567	[Visual] Turbante do Príncipe do Deserto	sim	nao	ok	ok	PRONTO
20332	C_Ribbon_Of_Lady	topo	1175	[Visual] Laço de Fita	sim	nao	ok	ok	PRONTO
20333	C_Family_Hat	topo	650	[Visual] Lembrancinha de Jawaii	sim	sim	ok	ok	PRONTO
20334	C_Joystick_Hat	topo	1305		nao	nao	ok	falta	SEM TEXTO PTBR
20335	C_Teardrop	meio	828		nao	nao	ok	ok	SEM TEXTO PTBR
20336	C_Sugared_Fruit_S	baixo	855	[Visual] Espetinho Doce	sim	nao	ok	ok	PRONTO
20337	C_Mahican	meio+baixo	331	[Visual] Moicano Estiloso	sim	sim	ok	ok	PRONTO
20338	C_Rainbow_L_Octopus	topo	1007	[Visual] Chapéu Polvo Arco-Íris	sim	nao	ok	ok	PRONTO
20339	C_Flower_Summer_Hat	topo	1369	[Visual] Chapéu Verona	sim	nao	ok	ok	PRONTO
20340	C_Straight_Pony_BL	baixo	1371	[Visual] Rabo de Cavalo Preto	sim	sim	ok	ok	PRONTO
20341	C_Cowlick_BL	baixo	1372	[Visual] Mecha de Cabelo Preto	sim	sim	ok	ok	PRONTO
20342	C_Loose_Wave_Twin_BL	baixo	1373	[Visual] Maria-Chiquinha Preta	sim	sim	ok	ok	PRONTO
20343	C_Melon_Helmet	topo+meio	1374		nao	nao	?	?	SEM TEXTO PTBR
20344	C_Happy_Balloon_J	baixo	1289	[Visual] Balões de Festa	sim	sim	ok	ok	PRONTO
20345	C_Guard_Of_Neptune_	meio	960		nao	nao	?	?	SEM TEXTO PTBR
20346	C_Drooping_Permeter	topo	694		nao	nao	?	?	SEM TEXTO PTBR
20347	C_Poring_Pirate	topo	726		nao	nao	?	?	SEM TEXTO PTBR
20348	C_Picnic_Hat	topo	117		nao	nao	?	?	SEM TEXTO PTBR
20349	C_FlyingGalapago	baixo	1358	[Visual] Meu Amigo Pingu	sim	sim	ok	ok	PRONTO
20350	C_Cowlick_YL	baixo	1382	[Visual] Mecha de Cabelo Loiro	sim	sim	ok	ok	PRONTO
20351	C_Cowlick_GN	baixo	1383	[Visual] Mecha de Cabelo Verde	sim	sim	ok	ok	PRONTO
20352	C_Cowlick_PP	baixo	1384	[Visual] Mecha de Cabelo Roxo	sim	sim	ok	ok	PRONTO
20353	C_Cowlick_RD	baixo	1385	[Visual] Mecha de Cabelo Vermelho	sim	sim	ok	ok	PRONTO
20354	C_Cowlick_OM	baixo	1386	[Visual] Mecha de Cabelo Castanho	sim	sim	ok	ok	PRONTO
20355	C_Cowlick_BU	baixo	1387	[Visual] Mecha de Cabelo Azul	sim	sim	ok	ok	PRONTO
20356	C_Cowlick_WH	baixo	1388	[Visual] Mecha de Cabelo Branco	sim	sim	ok	ok	PRONTO
20357	C_Straight_Pony_YL	baixo	1389	[Visual] Rabo de Cavalo Loiro	sim	sim	ok	ok	PRONTO
20358	C_Straight_Pony_GN	baixo	1390	[Visual] Rabo de Cavalo Verde	sim	sim	ok	ok	PRONTO
20359	C_Straight_Pony_PP	baixo	1391	[Visual] Rabo de Cavalo Roxo	sim	sim	ok	ok	PRONTO
20360	C_Straight_Pony_RD	baixo	1392	[Visual] Rabo de Cavalo Vermelho	sim	sim	ok	ok	PRONTO
20361	C_Straight_Pony_OM	baixo	1393	[Visual] Rabo de Cavalo Castanho	sim	sim	ok	ok	PRONTO
20362	C_Straight_Pony_BU	baixo	1394	[Visual] Rabo de Cavalo Azul	sim	sim	ok	ok	PRONTO
20363	C_Straight_Pony_WH	baixo	1395	[Visual] Rabo de Cavalo Branco	sim	sim	ok	ok	PRONTO
20364	C_Loose_Wave_Twin_YL	baixo	1396	[Visual] Maria-Chiquinha Loira	sim	sim	ok	ok	PRONTO
20365	C_Loose_Wave_Twin_GN	baixo	1397	[Visual] Maria-Chiquinha Verde	sim	sim	ok	ok	PRONTO
20366	C_Loose_Wave_Twin_PP	baixo	1398	[Visual] Maria-Chiquinha Roxa	sim	sim	ok	ok	PRONTO
20367	C_Loose_Wave_Twin_RD	baixo	1399	[Visual] Maria-Chiquinha Vermelha	sim	sim	ok	ok	PRONTO
20368	C_Loose_Wave_Twin_OM	baixo	1400	[Visual] Maria-Chiquinha Castanha	sim	sim	ok	ok	PRONTO
20369	C_Loose_Wave_Twin_BU	baixo	1401	[Visual] Maria-Chiquinha Azul	sim	sim	ok	ok	PRONTO
20370	C_Loose_Wave_Twin_WH	baixo	1402	[Visual] Maria-Chiquinha Branca	sim	sim	ok	ok	PRONTO
20371	C_Special_Kapra_Hat	topo	581	[Visual] Costume Special Kafra Hat	sim	sim	ok	ok	PRONTO
20372	C_Hat_Of_Girl	topo	956	[Visual] Chapéu Delicado de Cospobre	sim	sim	ok	ok	PRONTO
20373	C_Watermelon_Hat	topo	690	[Visual] Capacete de Melancia	sim	nao	ok	ok	PRONTO
20374	C_Mechanical_Plant_Hat	topo	1069	[Visual] Chapéu Cyberpunk Florido	sim	sim	ok	ok	PRONTO
20375	C_Ignis_Cap	topo	803	[Visual] Chapéu do Marechal	sim	nao	ok	ok	PRONTO
20376	C_Memories_Of_Lovers	meio	1072	[Visual] Presilha dos Amantes	sim	nao	ok	ok	PRONTO
20377	C_Flying_Helmet	topo	820	[Visual] Capacete do Aeronauta	sim	sim	ok	ok	PRONTO
20378	C_Sky_Helm	topo	868		nao	nao	falta	ok	SEM TEXTO PTBR
20379	C_PocketWatch_Hair_Orna	meio	1404	[Visual] Presilha de Relógio Retrô	sim	nao	ok	ok	PRONTO
20380	C_Mech_Feather_Hairband	topo	1405	[Visual] Tiara com Asas Mecânicas	sim	sim	ok	ok	PRONTO
20381	C_Steampunk_Hat	topo	1406	[Visual] Cartola Steampunk	sim	sim	ok	ok	PRONTO
20382	C_Silversniper_Doll	topo	1407		nao	nao	?	?	SEM TEXTO PTBR
20383	C_Magicdecoy_Doll	topo	1408		nao	nao	?	?	SEM TEXTO PTBR
20384	C_PurpleCrystal_Tiara	topo	1410		nao	nao	?	?	SEM TEXTO PTBR
20385	C_Orc_Hero_Helm	topo+meio	178		nao	nao	?	?	SEM TEXTO PTBR
20386	C_Victory_Wing_Helm	topo	677		nao	nao	?	?	SEM TEXTO PTBR
20387	C_Crossed_Hair_Band	topo	163		nao	nao	?	?	SEM TEXTO PTBR
20388	C_Ayam	topo	228		nao	nao	?	?	SEM TEXTO PTBR
20389	C_Censor_Bar	meio	229		nao	nao	?	?	SEM TEXTO PTBR
20390	C_Goblini_Mask	meio+baixo	84		nao	nao	?	?	SEM TEXTO PTBR
20391	C_Silent_Executer	meio+baixo	632	[Visual] Silenciador	sim	sim	ok	ok	PRONTO
20392	C_Sniper_Goggle	topo+meio	625	[Visual] Patrono da Selva	sim	sim	ok	ok	PRONTO
20393	C_Schmidt_Helm	topo+meio	634	[Visual] Elmo do Guardião	sim	sim	ok	ok	PRONTO
20394	C_Pumpkin_Cock_Hat	topo	1411		nao	nao	?	?	SEM TEXTO PTBR
20395	C_Black_Witch_Hat	topo	1006	[Visual] Chapéu da Bruxa Sombria	sim	sim	ok	ok	PRONTO
20396	C_Woodie_Hat	topo	939		nao	nao	?	?	SEM TEXTO PTBR
20397	C_Jakk	meio+baixo	1415	[Visual] Máscara de Jakk	sim	sim	ok	ok	PRONTO
20398	C_Niflheim_Bunny_Hat	topo	1285	[Visual] Chapéu de Coelho Maldito	sim	sim	ok	ok	PRONTO
20399	C_Crow_Tengu_Mask	meio	1287	[Visual] Fantasia do Tengu Corvo	sim	sim	ok	ok	PRONTO
20400	C_Holy_Rosario	baixo	1028		nao	nao	?	?	SEM TEXTO PTBR
20401	C_Angel_Spirit_Guides	topo	1188	[Visual] Espírito Angelical	sim	sim	ok	ok	PRONTO
20402	C_Holy_Klobuk	topo	895		nao	nao	?	?	SEM TEXTO PTBR
20403	C_Dolor_Hat	topo	547		nao	nao	?	?	SEM TEXTO PTBR
20404	C_Blessing_Of_Angels	meio	1425	[Visual] Benção Angelingal	sim	sim	ok	ok	PRONTO
20405	C_Eremes_Scarf	baixo	1416	[Visual] Cachecol do Eremes	sim	sim	ok	ok	PRONTO
20406	C_Commandments_Of_Chain	meio	1417		nao	nao	?	?	SEM TEXTO PTBR
20407	C_Subject_Aura_Red	baixo	1418	[Visual] Aura Biológica Vermelha	sim	sim	ok	ok	PRONTO
20408	C_Bldy_Light_Dark_Crown	topo	1419	[Visual] Anel da Luz e Escuridão	sim	sim	ok	ok	PRONTO
20409	C_There_Is_Something_JP	topo	1091		nao	nao	?	?	SEM TEXTO PTBR
20410	C_Bone_Head	topo	401		nao	nao	?	?	SEM TEXTO PTBR
20411	C_Claris_Doll_Hat	topo	355		nao	nao	?	?	SEM TEXTO PTBR
20412	C_Tayelin_Doll_Hat	topo	357		nao	nao	?	?	SEM TEXTO PTBR
20413	C_Isabella_Brown_Ear	topo	1031	[Visual] Tiara de Piamette (Marrom)	sim	sim	ok	ok	PRONTO
20414	C_Crown_Of_Deceit	topo	544	[Visual] Coroa com Chifres	sim	sim	ok	ok	PRONTO
20415	C_RTC_Winner_Only	topo	577		nao	nao	?	?	SEM TEXTO PTBR
20416	C_1Grade_Balloon	baixo	1426		nao	nao	?	?	SEM TEXTO PTBR
20417	C_2Grade_Balloon	baixo	1427		nao	nao	?	?	SEM TEXTO PTBR
20418	C_3Grade_Balloon	baixo	1428		nao	nao	?	?	SEM TEXTO PTBR
20419	C_4Grade_Balloon	baixo	1429		nao	nao	?	?	SEM TEXTO PTBR
20420	C_5Grade_Balloon	baixo	1430		nao	nao	?	?	SEM TEXTO PTBR
20421	C_6Grade_Balloon	baixo	1431		nao	nao	?	?	SEM TEXTO PTBR
20422	C_7Grade_Balloon	baixo	1432		nao	nao	?	?	SEM TEXTO PTBR
20423	C_8Grade_Balloon	baixo	1433		nao	nao	?	?	SEM TEXTO PTBR
20424	C_9Grade_Balloon	baixo	1434		nao	nao	?	?	SEM TEXTO PTBR
20425	C_10Grade_Balloon	baixo	1435		nao	nao	?	?	SEM TEXTO PTBR
20426	C_11Grade_Balloon	baixo	1436	[Visual] Balão do 11º Ano	sim	sim	ok	ok	PRONTO
20427	C_12Grade_Balloon	baixo	1437		nao	nao	?	?	SEM TEXTO PTBR
20428	C_13Grade_Balloon	baixo	1438		nao	nao	?	?	SEM TEXTO PTBR
20429	C_Piamette_BowTie	baixo	1439		nao	nao	?	?	SEM TEXTO PTBR
20430	C_Morocc_Kid_Servant	meio	1440	[Visual] Servos de Morroc	sim	sim	ok	ok	PRONTO
20431	C_Maggi_Head_Dress	topo	1441		nao	nao	?	?	SEM TEXTO PTBR
20432	C_Khalitzburg_KN_Helm	topo	1442	[Visual] Elmo de Khalitzburg	sim	sim	ok	ok	PRONTO
20433	C_Louise_Red_Hat	topo	1443	[Visual] Chapéu da Catherine Johnson	sim	sim	ok	ok	PRONTO
20434	C_Droop_Gunslinger	topo	1444	[Visual] Guardiã dos Penteados	sim	sim	ok	ok	PRONTO
20435	C_Camellia_Hair_Pin	topo	1203		nao	nao	?	?	SEM TEXTO PTBR
20436	C_Angeling_KnitCap	topo	953		nao	nao	?	?	SEM TEXTO PTBR
20437	C_Sakura_Hairband	topo	949		nao	nao	?	?	SEM TEXTO PTBR
20438	C_Abacus_In_Mouth	baixo	825		nao	nao	?	?	SEM TEXTO PTBR
20439	C_Glow_Of_New_Year	meio	ef19		nao	nao	?	?	SEM TEXTO PTBR
20440	C_Tone_Of_Gold	baixo	1447	[Visual] Laço com Guizo	sim	sim	ok	ok	PRONTO
20441	C_L_RibbonMuff_Red	baixo	1448		nao	nao	?	?	SEM TEXTO PTBR
20442	C_RW_Mochiring_Hat	topo	1449		nao	nao	?	?	SEM TEXTO PTBR
20443	C_Unicorn_Helm	topo	1375	[Visual] Elmo de Unicórnio	sim	sim	ok	ok	PRONTO
20444	C_Aniv_Star_Hat	topo	599		nao	nao	?	?	SEM TEXTO PTBR
20445	C_Candle	topo	113		nao	nao	?	?	SEM TEXTO PTBR
20446	C_Rabbit_Ear_Eggshell	topo	1339		nao	nao	?	?	SEM TEXTO PTBR
20447	C_Small_Poring_Band	topo	955	[Visual] Tiara de Pequenos Porings	sim	sim	ok	ok	PRONTO
20448	C_Cons_Of_Water	baixo	1451	[Visual] Dobra de Água	sim	sim	ok	ok	PRONTO
20449	C_White_Black_Temp	topo	1452	[Visual] Casal de Gatinhos	sim	sim	ok	ok	PRONTO
